,P1,P10,P11,P12,P13,P14,P20,P25,P19,P24,P28,P33,P38,P39,P37,P32,P34,P35,P36,P26,P15,P21,P22,P23,P27,P17,P16,P6,P7,P8,P18,P9,P5,P4,P3,P2,P29,P30,P31,P40,PUMP_1,PUMP_2,V2,V1,sum,percent,category
Flow (R1),-6.63370706352473e-08,-0.22208014607895166,-0.4675078643485904,-0.6325613628141582,-0.15066051960457116,-0.10356619220692664,-0.14441709633683786,-0.18548881576862186,0.2686870046891272,0.8480530716478825,-0.07146845618262887,-0.4473448519129306,0.15046980610350147,0.040945223008748144,-0.08458649925887585,0.1817653070902452,-0.0433882346842438,-0.043388281716033816,4.0969460074480324e-08,0.12870402545247858,-0.22004517540335655,-0.040088385769195156,-0.11079594725742936,-0.14585296530276537,0.12931952357757837,0.03568515510414727,-0.06619817262981087,-0.02863324219651986,-0.05014234597911127,-0.06724230793770403,-0.6586677292361856,-0.10659185837721452,0.10659185837721452,0.0834763830062002,0.05147529058740474,-0.0020349071419332176,-1.3569911532104015,0.5978146572597325,1.954805794171989,-37.53581643104553,9.924789518117905,27.611029148101807,0.0,1.9548058100044727,1.082858608532291,15.61,R1,reservoir,CAT-4
Flow (T1),1.954805800691247,1.3152123158797622,1.005450010765344,0.7017301195301116,0.09227071650093421,0.039204284046718385,-0.00164662053794018,-0.0427183405845426,0.012447822169178835,-0.13168336192029528,0.2902213443303481,0.038694413740813616,0.060449299053288996,-0.04907528804324102,-0.10471491195494309,0.03728743261308409,0.026503860535740387,0.026503815410251264,6.64044052245405e-08,0.128704047600937,-0.43936229730024934,0.17922872354392894,0.1604639795532421,0.06602054436370963,-0.08505044030607678,-0.11929839622462168,-0.11814098665490746,-0.04102501903253142,-0.03382518242869992,-0.029049828139250167,0.470884979236871,0.04948656202759594,-0.04948656202759594,-0.11079451651312411,-0.15911277290433645,-0.20023119798861444,0.021754906028945697,0.021754884954134468,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,-4.2655084298015566e-08,0.0,6.938669835933273,100.0,T1,tank,CAT-1
Flow (T2),1.9548058919608593,1.3152087684720755,1.0054287239909172,0.7016815866809338,0.09227186141652055,0.03922334637900349,-0.0016275589223369025,-0.04269927972200094,0.012459700097224413,-0.13163912674644962,0.2902876135194674,0.038737452661735006,0.06045524185174145,-0.049069346583564766,-0.10471178404986858,0.037313790642656386,0.026501112995902076,0.02650100316532189,1.0724490184799151e-07,0.12870404063198274,-0.43936804705299437,0.17923448188230395,0.16048292001141817,0.0661001483003929,-0.08502133426372893,-0.11932994949165732,-0.11815416789613664,-0.04102957749273628,-0.03382086277269991,-0.02905773407110246,0.4708274113945663,0.049492598918732256,-0.049492598918732256,-0.11079264705767855,-0.15911522455280647,-0.20022908854298294,0.021717853102018125,0.021717787465604488,-7.456843492681386e-08,-35.941792368888855,9.98324829339981,27.913349866867065,0.0,-6.599465446344155e-08,6.938800765463733,100.0,T2,tank,CAT-1
Flow (PUMP_1),1.455282172653824,0.9292218196205795,0.6377914340700954,0.37123970731772715,0.043482307832164224,0.011419601891248021,-0.029431301838485524,-0.0705030226308736,0.07355394963815343,0.13769885408692062,0.2010663449036656,-0.08764056882500881,0.07536495066597126,-0.03415963465522509,-0.10117380280280486,0.07800852137734182,0.015129346851608716,0.015129271945625078,7.175713701013109e-08,0.12870405501007015,-0.38057618598395493,0.12044261628761888,0.08460999057933805,-0.0005308041727403179,-0.032954839334706776,-0.07650543379713781,-0.10107310421881266,-0.03976095510824962,-0.03944998719089199,-0.039333696200628765,0.1788991202483885,0.0093841616762802,-0.0093841616762802,-0.06040825048694387,-0.10310170104639838,-0.14548418478807434,-0.33651811721210834,0.16300552122993395,0.4995236256392159,-26.08851784467697,-1.9934948086738586,29.537294507026672,0.0,0.49952363467309624,5.495773181662521,79.2,PUMP_1,pump,CAT-2
Flow (PUMP_2),0.5698271496221423,0.24771369575319113,-0.019111250527203083,-0.22504101903177798,-0.07271528468118049,-0.05691484538692748,-0.09776574910938507,-0.13883746744977543,0.19296645063695905,0.5613000277371611,0.028469478012993932,-0.3103163773812412,0.1267959709803108,0.01727138491696678,-0.07730640631052665,0.1519548752112314,-0.012434313506673789,-0.012434352494892664,6.634609861499996e-09,0.12870403279892934,-0.27515614917501807,0.015022588369902223,-0.04243626187417249,-0.0971178015897749,0.0685551750502782,-0.005454676560475491,-0.07944688107818365,-0.03678177953406703,-0.049878765508765355,-0.058861600067757536,-0.3207119300495833,-0.062165202019969,0.062165202019969,0.030669016239698976,-0.0015956590068526566,-0.046957316691987216,-0.9478662573237671,0.4371123574383091,1.384978630851455,-9.326996386051178,10.609524816274643,-0.7127012647688389,0.0,1.3849786249920726,2.93100448636085,42.24,PUMP_2,pump,CAT-4
Flow (V2),2.6736022047698498,1.8632108345627785,1.5236789267510176,1.1533645000308752,0.14163455681409687,0.0639801956131123,0.023129291221266612,-0.01794242931646295,-0.04882107461162377,-0.15640600165352225,0.7607431393116713,-0.011631182132987306,0.1208911556750536,0.01136656790276902,-0.3552910750731826,0.30755866193794645,0.4342822332691867,-0.28451420069905,0.7187964410986751,0.12870406882225605,-0.5305971298366785,0.27046354254707694,0.279436806216836,0.1279850547434762,-0.22255758149549365,-0.19979722308926284,-0.14587898855097592,-0.043056617651018314,-0.019920884224120528,0.001959545479621738,0.9041649047285318,0.08616753108799458,-0.08616753108799458,-0.17848485568538308,-0.2407074144575745,-0.27979423478245735,0.13252235378604382,0.13252233871025965,0.0,-35.35448408126831,10.004530847072601,28.023555517196655,-0.7187964410986751,0.0,10.993402272634878,158.44,V2,valve,CAT-1
Flow (V1),2.4067936316132545,1.660156786441803,1.3355701752007008,0.9994583427906036,0.15154865849763155,0.0681684966548346,0.02731759201924433,-0.013754127190622967,-0.05531203870123136,-0.3333870549686253,0.39019508147612214,0.16741325129987672,0.035608164020231925,-0.07391642313450575,-0.12040940311271697,-0.00715215562377125,0.03565056761726737,0.03565045970026404,1.1112055930961873e-07,0.1287040478934251,-0.4962495192885399,0.2361159478314221,0.22989032976329327,0.1191771652083844,-0.1386367343366146,-0.15661495830863714,-0.13068011589348316,-0.043310188193572685,-0.028900560650072293,-0.01897932520660106,0.7194057814776897,0.08693269407376647,-0.08693269407376647,-0.15831115189939737,-0.21155403088778257,-0.25038728257641196,0.3201826699078083,-0.1318050864210818,-0.45198775129392743,-35.57296180725098,9.996717423200607,27.983038306236267,0.0,-0.45198775129392743,8.200465523738792,118.18,V1,valve,CAT-1
Flow (P1),0.0,-0.2220800892682746,-0.4675078159198165,-0.6325613199733198,-0.15066051040776074,-0.10356618405785412,-0.1444170888280496,-0.18548881041351706,0.2686869950266555,0.8480530339293182,-0.07146844174712896,-0.4473448311910033,0.15046980325132608,0.04094521878869273,-0.08458650024840608,0.18176530220080167,-0.04338823171565309,-0.04338827877654694,4.0969460074480324e-08,0.1287040338504094,-0.2200451750541106,-0.04008837599030812,-0.110795937362127,-0.1458529542433098,0.1293195135658607,0.03568514730432071,-0.06619817193131894,-0.028633241818170063,-0.050142344349296764,-0.06724230709369294,-0.6586676952429116,-0.10659185418626294,0.10659185418626294,0.08347637607948855,0.051475281099556014,-0.0020349161641206592,-1.3569911047816277,0.597814635373652,1.9548057243227959,-37.53581643104553,9.924789518117905,27.611029148101807,0.0,1.9548057317733765,1.0828587461315706,15.61,P1,pipe,CAT-4
Flow (P10),1.8349458388984203,0.0,0.49078437918797135,0.47083208058029413,0.07072970172157511,0.034240413195220754,-0.006610491185710998,-0.04768221117410576,0.02823627252018923,-0.058344113393104635,0.24396367848385125,0.013443051684589591,0.06096636282745749,-0.04855822531681042,-0.10321627772646025,0.017779761368274194,0.027485485712531954,0.027485387603519484,1.0242976622443223e-07,0.12870403730790816,-1.058057876303792,0.7979243288282305,0.3367608463158831,0.09518997184932232,-0.10553973686182871,0.007339749770835624,0.3242577372584492,0.3171229499857873,0.12330426002154127,0.031540833922917955,0.3221186308655888,0.05027525464538485,-0.05027525464538485,-0.17217386921402067,-0.3776215703692287,-0.776887979824096,-0.07233666403499228,0.04752330969495233,0.11985997749342392,-36.04008746147156,9.979764729738235,27.89526879787445,0.0,0.11985998880118132,5.10031618906666,73.51,P10,pipe,CAT-3
Flow (P11),1.9115603938698769,0.8838964970782399,0.0,0.268503884319216,0.05235918128164485,0.038614302800851874,-0.0022366007906384766,-0.043308320571668446,0.012268656129890587,-0.08507946159807034,0.1949201957322657,0.04143025346274953,0.05941585369873792,-0.05010873370338231,-0.09974642284214497,-0.055781068294891156,0.03250585132627748,0.03250575035053771,1.0411479478555918e-07,0.12870402655660898,-0.6391057725995779,0.3789722300134599,0.6647875215858221,0.18187721126014367,-0.18412093195365742,0.17009799275547266,-0.4227210311219096,-0.3105791565030813,0.24900219892151654,0.10650314553640783,0.21312326018232852,0.0889872809057124,-0.0889872809057124,-0.28584820742253214,-0.6169938470702618,-0.38855812523979694,-0.02525980922882809,0.01798559867984295,0.043245411258785005,-35.97728729248047,9.981996774673462,27.906850934028625,0.0,0.0432454185502138,4.427637866746863,63.81,P11,pipe,CAT-3
Flow (P12),1.9548058360815048,1.2289883228950202,0.7435585812199861,0.0,0.0317466797932866,0.04027392035641242,-0.0005769832496298477,-0.04164870329259429,0.002678027561159979,-0.09041518589947373,0.10958114595268853,0.06526431601014338,0.05659046096843667,-0.05293412500759587,-0.08589363528881222,-0.15110139042371884,0.0491840362228686,0.04918393038678914,1.0737079958467177e-07,0.12870404246900122,-0.5022065676748753,0.24207302251306828,0.33383297349791974,0.30159940070006996,-0.29611944360658526,-0.3925772536313161,-0.22866568563040346,-0.10616775424568914,-0.2003850206383504,0.1546690165414475,0.013397749673458748,0.12085002718959004,-0.12085002718959004,-0.3658768249442801,-0.24763524730224162,-0.22361093619838357,-0.008673837200149137,-0.008673854778407986,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,4.457774674160994,64.25,P12,pipe,CAT-3
Flow (P13),1.9548058342188597,1.3144179084338248,1.0025322865694761,0.6904929522424936,0.0,0.01796539962560928,-0.02288550461980776,-0.063957223581383,0.06476663808280136,-0.172535163059365,0.31855136482045054,0.06942046553012915,0.05846945050871,-0.051055135976639576,-0.10591822926653549,0.033688085386529565,0.027280454407446086,0.02728034518804634,1.1316655790238883e-07,0.1287040288850567,-0.44003190705552697,0.17989833655883558,0.16257082557206104,0.06837336023363605,-0.08942638292501215,-0.123920310405083,-0.11957821797113866,-0.041711085199494846,-0.03752270792028867,-0.043254386459011585,0.5377139821648598,0.06819957686820999,-0.06819957686820999,-0.11530297441640869,-0.1599237050395459,-0.20035606378223747,-0.010950992906145984,-0.010951013937301468,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.802456380033899,98.04,P13,pipe,CAT-1
Flow (P14),1.9548058547079563,1.3151836055330932,1.0053765531629324,0.7016290589235723,0.08856713041313924,0.0,-0.0408509370610801,-0.08192264912941027,-0.021154954854864627,-0.13488037756178528,0.2922625185456127,0.04097588658623863,0.06032625716761686,-0.04919833052554168,-0.10478267120197415,0.036979374242946506,0.02655920832330594,0.026559098951111082,1.1229916085930824e-07,0.12870402454694344,-0.4394257767125964,0.1792922302847728,0.16066105701611377,0.06625310523759254,-0.08541384691488929,-0.11969728639815003,-0.11827455961611122,-0.04093615064630285,-0.033453914416895714,-0.027646734401059803,0.4758906078059226,0.04758864075120073,-0.04758864075120073,-0.11029968992806971,-0.15898921363987029,-0.2001965023810044,0.01935039070667699,0.019350369220774155,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.786408401245318,97.81,P14,pipe,CAT-1
Flow (P20),1.9548058463260531,1.315213616937399,1.0054528140462935,0.7017317342106253,0.093201218143804,0.04085093097526207,0.0,-0.04107172001386061,0.012686087648035027,-0.13093971170019358,0.28965808043722063,0.038072695897426456,0.06049228270421736,-0.0490323042467935,-0.10468667920213193,0.03737411351175979,0.026489175266760867,0.026489065487112384,1.1045977243995253e-07,0.1287040315801901,-0.439353053458035,0.17921947996364906,0.1604311445425992,0.06599415238451911,-0.08494907310523558,-0.11920346814440563,-0.1181173991644755,-0.04104711560648866,-0.033921300229849294,-0.02940147175831953,0.4696044491138309,0.04996441025286913,-0.04996441025286913,-0.11092072486644611,-0.15914286248153076,-0.20023918757215142,0.02241960862011183,0.022419587039621547,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.944089706705789,100.08,P20,pipe,CAT-1
Flow (P25),1.9548058547079563,1.3152634999714792,1.0055726333521307,0.7018557514529675,0.1003983520786278,0.08192262513330206,0.04107172001386061,0.0,0.04286296142890933,-0.12420824149739929,0.2861672906437889,0.03410380062268814,0.060686764772981405,-0.04883782166871242,-0.10458904085680842,0.0379498609690927,0.026392331274109893,0.026392221021524165,1.0894674584704944e-07,0.12870404723077994,-0.43923262576572597,0.17909904787666164,0.16005757189850556,0.06553018903287011,-0.08427648432552814,-0.11844048707280308,-0.11786426324397326,-0.04123030390474014,-0.03468009701464325,-0.032086664337839466,0.459846158279106,0.05366212740773335,-0.05366212740773335,-0.11193324805935845,-0.15939658868592232,-0.2003097281558439,0.026582984923152253,0.0265829640411539,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,7.099568698042539,102.32,P25,pipe,CAT-1
Flow (P19),1.9548058565706015,1.31523912306875,1.0055172913707793,0.7018029091414064,0.09717336879111826,0.034176290238974616,-0.006674615033261944,-0.047746334654220846,0.0,-0.1272992916055955,0.28766390308737755,0.03581429162295535,0.06060493437689729,-0.048919651642790996,-0.1046284610638395,0.03769655883661471,0.026434740888362285,0.026434631487063598,1.150562185525672e-07,0.12870403824048116,-0.4392890599556267,0.1791554903902579,0.1602279747621651,0.06574532105696562,-0.08457219599222299,-0.11878092988627031,-0.11797821777872741,-0.04114730084256735,-0.03433714370476082,-0.030886274471413344,0.4642186963465065,0.052003736011101864,-0.052003736011101864,-0.11147524550324306,-0.15928154397988692,-0.20027767959982157,0.024790663126623258,0.024790641487925313,0.0,-35.941792368888855,9.98324829339981,27.913349866867065,0.0,0.0,6.912508685611815,99.62,P19,pipe,CAT-1
Flow (P24),1.9548058025538921,1.315169872250408,1.00509696546942,0.6994963821489364,0.11829056945862249,0.04372082337067695,0.0028699196118395776,-0.038201799645321444,-0.022396426793420687,0.0,0.37789798656012863,0.1234912957297638,0.05292360903695226,-0.056600978612550534,-0.11028043559053913,0.03460167534649372,0.02846409272751771,0.028463982736866456,1.1064508997904454e-07,0.12870402447790288,-0.4391955400351435,0.1790620156971272,0.1599849424983404,0.06002477230504155,-0.08969643252203241,-0.11842765239998698,-0.11782865971326828,-0.041647952908533625,-0.036576628423063084,-0.03880719038716052,0.43287403997965157,0.06282749629463069,-0.06282749629463069,-0.11437808960909024,-0.15994490153389052,-0.20044038398191333,-0.07056766866298858,-0.0705676876968937,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,6.975190126257608,100.53,P24,pipe,CAT-1
Flow (P28),1.9548058416694403,1.3132259626872838,0.9987641205079854,0.6787751913070679,0.1175037045031786,0.043569834600930335,0.002718931193157914,-0.03835278906626627,-0.02078007811360294,-0.2798810590757057,0.0,-0.1365068632294424,0.07103917002677917,-0.038485415614559315,-0.08960931669571437,-0.0626270408538403,0.031019646994536743,0.03101953788427636,1.1439601932394794e-07,0.1287040405863925,-0.44163425266742706,0.18150069334660657,0.16745089688993176,-0.016975408943835646,-0.18948070314945653,-0.13374578894581646,-0.12285593070555478,-0.04100962824304588,-0.03564683150034398,-0.039889607767690904,0.4118572836741805,0.061847022821893916,-0.061847022821893916,-0.1123152005020529,-0.15881180949509144,-0.199945620726794,0.20754605496767908,0.2075460337800905,-1.5010424014860746e-09,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,6.343299384386988,91.42,P28,pipe,CAT-1
Flow (P33),1.954805824905634,1.3153036977164447,1.005695370491594,0.7023575282655656,0.09571536327712238,0.03978113317134557,-0.0010697708967200015,-0.042141491459915414,0.007794670324301478,-0.15506736922543496,0.263289479422383,0.0,0.05036889624898322,-0.05915568888303824,-0.1128227956360206,0.040942099411040545,0.028476444735133555,0.02847633441706421,1.0653450188691238e-07,0.1287040189868464,-0.43922310159541667,0.17908955516759306,0.16006837529857876,0.06654584940042696,-0.08336835850786883,-0.11853722430532798,-0.11788455012720078,-0.041127482560114004,-0.034204302821308374,-0.030305769534606952,0.4668118192348629,0.05127191552310251,-0.05127191552310251,-0.11132392956642434,-0.1592630642117001,-0.20027902512811124,0.050368918193271384,0.05036889624898322,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.883996009951911,99.21,P33,pipe,CAT-1
Flow (P38),1.95480583794415,1.3151768413372338,1.0053354045376182,0.7013902680482715,0.09170983047806658,0.039112591701268684,-0.001738311842927942,-0.042810031678527594,0.013213576745329192,-0.1275469119718764,0.2942950447322801,-0.016760987256930093,0.0,-0.10952458769315854,-0.15242946165381,0.04910198782454245,0.03923867337289266,0.03923856376786716,1.104761191417225e-07,0.12870403063157587,-0.43941112188622355,0.17927757051074877,0.1606159980274242,0.06554960805078736,-0.08597070028190501,-0.11959570302860811,-0.1182441576384008,-0.04100097551418003,-0.033753116615116596,-0.02886269718874246,0.471293160924688,0.04919000150403008,-0.04919000150403008,-0.11068508960306644,-0.15907541097840294,-0.20021787355653942,0.016761008437242708,0.01676098725420161,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.748759509373336,97.26,P38,pipe,CAT-1
Flow (P39),1.9548058714717627,1.3152459138073027,1.0055492972023785,0.7020450222771615,0.09330298512941226,0.039411619494785555,-0.001439284376829164,-0.04251100447436329,0.011085292313509854,-0.13899556070100516,0.2823247737251222,0.07888763849041425,0.10952458769315854,0.0,-0.06606299508712254,0.027849553589476272,0.01608055543329101,0.016080445930128917,1.0570363029316354e-07,0.1287040396618594,-0.43931251764297485,0.17917893864796497,0.16031467854918446,0.06652153095637914,-0.08406501611170825,-0.11896325717680156,-0.11804147181101143,-0.04105881469149608,-0.033944707553018816,-0.029417838843073696,0.46979962033219635,0.050024159252643585,-0.050024159252643585,-0.11096410290338099,-0.1591628342284821,-0.2002474608598277,0.03063696807657834,0.030636946656159125,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,7.088605190849492,102.16,P39,pipe,CAT-1
Flow (P37),1.9548058714717627,1.315107346046716,1.0051029953174293,0.7005606631282717,0.09303966513834894,0.03936350297590252,-0.0014874002154101618,-0.04255912018561503,0.011477398034912767,-0.13819550693733618,0.27928673091810197,0.07764911084086634,0.10704578558215871,-0.0024788006276708074,0.0,0.09211303578922525,0.08462235063780099,0.0846222412365023,1.0615588164064604e-07,0.1287040352498831,-0.4394882065244019,0.17935462066088803,0.1608495153413969,0.06391230065128184,-0.08834332827245817,-0.12009750149445608,-0.11840062669944018,-0.041007418651133776,-0.033848513223347254,-0.029425657114188652,0.4685707569587976,0.04984725607209839,-0.04984725607209839,-0.11077938094967976,-0.15907431236701086,-0.20021033426746726,0.029396694808383472,0.02939667392638512,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,7.334390965510011,105.7,P37,pipe,CAT-1
Flow (P32),1.9548058658838272,1.3149380865506828,1.004572857171297,0.6988560166209936,0.0918949609331321,0.039128405463998206,-0.0017224985422217287,-0.0427942183741834,0.013021637256315444,-0.13106419349787757,0.28321916388813406,0.04317447530775098,0.06366049891221337,-0.0458640872820979,-0.13052009925013408,0.0,-0.002512463833681977,-0.002512573532840179,1.1226190332891406e-07,0.12870404161869886,-0.4397083455696702,0.17957477029995061,0.16150980349812016,0.06096433061611606,-0.09332154894946143,-0.12146746157668531,-0.11884076928254217,-0.04092815308831632,-0.03365308044885751,-0.029116619763954077,0.46831984049640596,0.049212623242056,-0.049212623242056,-0.11045378824928775,-0.15894414513604715,-0.20015943504404277,0.020486046055339102,0.02048602490049234,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,6.798539128482201,97.98,P32,pipe,CAT-1
Flow (P34),1.9548058286309242,1.315241347067058,1.0055404431186616,0.7020225476007909,0.09236171821248718,0.03922144036187092,-0.0016294638990075327,-0.04270118396379985,0.012319090935307031,-0.13214275540667586,0.29043133452069014,0.04106991793560155,0.06343008429394104,-0.046094502598862164,-0.1282380552147515,0.011598779852647567,0.0,-1.108845293362748e-07,1.1261919041771762e-07,0.12870401875616844,-0.4393253985326737,0.17919186170911416,0.16035459794511553,0.06650161881043459,-0.08423523374949582,-0.11907364032231271,-0.118068469571881,-0.041036127528059296,-0.03384795867896173,-0.02906295873981435,0.47107329149730504,0.04954144675866701,-0.04954144675866701,-0.11083627206971869,-0.159131754480768,-0.20023906254209578,0.022360187002050225,0.022360166192811448,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.847730991838205,98.69,P34,pipe,CAT-1
Flow (P35),1.9548058342188597,1.3152413396164775,1.0055404570885003,0.7020225541200489,0.09236171812517568,0.03922144017269602,-0.0016294639790430665,-0.042701183701865375,0.012319091601966647,-0.13214275406789966,0.29043133195955306,0.04106990637774288,0.06343007128452882,-0.04609451619035099,-0.12823795538861305,0.011598885950661497,1.1043262326815295e-07,0.0,1.090412600213142e-07,0.12870403479081194,-0.4393254208844155,0.17919185798382387,0.16035459793602058,0.06650161415154798,-0.0842352375475457,-0.11907364008948207,-0.11806847178377211,-0.04103612697508652,-0.03384795847523492,-0.0290629588853335,0.47107328684069216,0.04954144638031721,-0.04954144638031721,-0.11083627218613401,-0.15913175244349986,-0.20023906172718853,0.02236018473195145,0.022360163893608842,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.847731368952527,98.69,P35,pipe,CAT-1
Flow (P36),1.9548057178035378,1.3152122818864882,1.0054499953985214,0.7017300804145634,0.092270711902529,0.03920428294077283,-0.0016466209635837004,-0.04271834190149093,0.012447828038602893,-0.13168336037779227,0.290221314993687,0.0386944197343837,0.060449295880971476,-0.049075289760367014,-0.10471489821793512,0.03728741011582315,0.02650382893625647,0.02650382960564457,0.0,0.12870402761108887,-0.4393622784409672,0.1792287172866054,0.16046397025820625,0.06602054126506118,-0.08505043154582381,-0.11929839191725478,-0.11814098316244781,-0.041025019250810146,-0.03382518271973822,-0.029049830212898087,0.47088495665229857,0.04948655894258991,-0.04948655894258991,-0.11079451395198703,-0.15911276917904615,-0.20023119414690882,0.021754897868959233,0.021754876797785982,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.938669432602179,100.0,P36,pipe,CAT-1
Flow (P26),1.8261017994955182,1.2943867733702064,0.9977118573151529,0.6965572803746909,0.09170326878665946,0.03911936029908247,-0.001731544118229067,-0.0428032645577332,0.013475289594225615,-0.13206773047568277,0.2886471868259832,0.03937260249949759,0.0603994678822346,-0.04912511832662858,-0.10452551694470458,0.035224483741330914,0.026743153444840573,0.026743043286842294,1.1844054359499978e-07,0.0,-0.3340840785531327,0.20265456981724128,0.1697489322978072,0.06986344544566236,-0.08735268271993846,-0.11615858372533694,-0.10400009417207912,-0.042078527505509555,-0.034399672818835825,-0.029477127478457987,0.46585229504853487,0.048941617147647776,-0.048941617147647776,-0.10982227398199029,-0.15756604284979403,-0.19763095199596137,0.021026886402978562,0.021026864742452744,0.0,-36.04713702201843,9.979470819234848,27.893767833709717,0.0,0.0,6.6696370998136025,96.12,P26,pipe,CAT-1
Flow (P15),1.9548058398067951,1.7026909636333585,1.216436040122062,0.8564772377721965,0.10869034350616857,0.043634504021611065,0.0027835993955704907,-0.03828812087641609,-0.013201718644268112,-0.12258077278966084,0.33690906735137105,0.019917592839192366,0.06264964895672165,-0.046874936640961096,-0.11632065469166264,0.09114623098867014,0.012697831320110708,0.012697723170276731,1.0860586696637142e-07,0.12870405416426767,0.0,-0.26013355515897274,-0.08703059899926302,-0.04682992064044811,-0.01738561430829577,-0.18627768522128463,-0.3100086872000247,-0.025649928356870078,-0.023084803364326945,-0.016941742556809913,0.6213205768726766,0.06314669476705603,-0.06314669476705603,-0.13656273658853024,-0.19562136940658092,-0.25211488583590835,0.042732074740342796,0.04273205526988022,-5.136739034128368e-09,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,7.316923428288849,105.45,P15,pipe,CAT-1
Flow (P21),1.9548058360815048,1.4740623594261706,1.0743635115213692,0.7485232560429722,0.09711383923422545,0.04013910170033341,-0.0007118028843251523,-0.04178352246526629,0.004046355581522221,-0.1296681190142408,0.3039705285336822,0.03190304778399877,0.06097897206200287,-0.04854561352112796,-0.10649244504747912,0.05605045726406388,0.02419671735697193,0.02419660861050943,1.130383304737137e-07,0.12870403602757208,-0.26013356156181544,0.0,0.07868744604638778,0.03199022656190209,-0.06398027209797874,-0.14597443933598697,-0.2155931773595512,-0.03350936478818767,-0.02926951865083538,-0.02523558014217997,0.5166492527350783,0.05397972108039539,-0.05397972108039539,-0.11910192674258724,-0.1719758456456475,-0.22060992033220828,0.029075945167278405,0.029075925078359433,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,7.050753979224261,101.62,P21,pipe,CAT-1
Flow (P22),1.954805850982666,1.34131761174649,1.1483837766572833,0.802187138935551,0.10274292560643516,0.04099765438877512,0.0001467502224841155,-0.04092496933299117,-0.005035346104250493,-0.12493972139782272,0.3102036997443065,0.027058726351242512,0.06134651048341766,-0.048178077457123436,-0.10774988506454974,0.06587049594963901,0.022571742287254892,0.022571632332983427,1.1480951345177459e-07,0.1287040234342284,-0.4058076322544366,0.14567407098365948,0.0,-0.017044699350662995,-0.05253525954321958,-0.16418194997822866,0.008768336076173,-0.051105895661748946,-0.03141839744057506,-0.0227306961605791,0.5671889272052795,0.05829089187318459,-0.05829089187318459,-0.12591798225184903,-0.1766430249554105,-0.20768056763336062,0.034287803384358995,0.034287782429601066,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,7.192027141593265,103.65,P22,pipe,CAT-1
Flow (P23),1.9548058453947306,1.3177765947766602,1.014204769860953,0.7329917484894395,0.0944563495577313,0.03965780738508329,-0.0011930963410122786,-0.042264815616363194,0.008736008559935726,-0.12353064335184172,0.2628932031802833,0.042297508822230157,0.060065011464757845,-0.049459573536296375,-0.10335994401248172,0.007711161336146688,0.028243179331184365,0.02824306915863417,1.1024023671701855e-07,0.12870402835511222,-0.43609186448156834,0.17595831386279315,0.15001431763278106,0.0,-0.11636602935323026,-0.09504310187185183,-0.11096173792611808,-0.042013802303699777,-0.03557361212733667,-0.027586143813095987,0.5014246590435505,0.0514662649075035,-0.0514662649075035,-0.11423790460685268,-0.16080773144494742,-0.20093736925628036,0.01776752538717119,0.01776750428325613,0.0,-35.941792607307434,9.98324829339981,27.913349866867065,0.0,0.0,6.879096899039137,99.14,P23,pipe,CAT-1
Flow (P27),1.9548058547079563,1.3181882207281888,1.0155324917286634,0.7378581324592233,0.09735828769044019,0.04011449116660515,-0.0007364136072283145,-0.04180813403945649,0.004674552419601241,-0.14116448583081365,0.35710725118406117,0.02281767001886692,0.06273715800489299,-0.046787429964751936,-0.11729841434862465,0.10746657836716622,0.01163256438303506,0.011632454785285518,1.178788091582561e-07,0.1287040422596978,-0.43554919795133173,0.17541562949190848,0.14834523525860277,0.11063661395746749,0.0,-0.09098276949953288,-0.10983533645048738,-0.04222410180955194,-0.03609526100626681,-0.02833933022338897,0.5026359399780631,0.05308246391359717,-0.05308246391359717,-0.1151009167660959,-0.16114909446332604,-0.201068434282206,0.03991950847557746,0.039919486982398666,0.0,-35.941792488098145,9.98324829339981,27.913349866867065,0.0,0.0,7.274168633852181,104.84,P27,pipe,CAT-1
